title,description,content,url,published_at,source_name,source_id,author,url_to_image,full_text,published_datetime,sectors,primary_sector,sentiment,polarity,subjectivity,business_sentiment,market_trend,keywords,top_keywords,entities,text_length,word_count,sentiment_category,business_sentiment_category
"YouTube users are furious about its new AI-powered age checks in the US, and they’re not holding back – here’s how they work","YouTube's AI age checks have come into effect in the US, and users are furious about it.","<ul><li>YouTube has officially rolled out age verification checks to US users</li><li>The service will use AI to determine your age</li><li>If it detects you're under 18, you'll have to verify your a… [+3015 chars]",https://www.techradar.com/computing/software/youtube-users-are-furious-about-its-new-ai-powered-age-checks-in-the-us-and-theyre-not-holding-back-heres-how-they-work,2025-08-14T12:29:29Z,TechRadar,techradar,"rowan.davies@futurenet.com (Rowan Davies) , Rowan Davies",https://cdn.mos.cms.futurecdn.net/PzKb28Gc3EsxtkCxALfdf5.jpg,"YouTube users are furious about its new AI-powered age checks in the US, and they’re not holding back – here’s how they work YouTube's AI age checks have come into effect in the US, and users are furious about it. <ul><li>YouTube has officially rolled out age verification checks to US users</li><li>The service will use AI to determine your age</li><li>If it detects you're under 18, you'll have to verify your a… [+3015 chars]",2025-08-14 12:29:29+00:00,"['technology', 'energy']",technology,"{'polarity': 0.06818181818181818, 'subjectivity': 0.22727272727272727, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.06818181818181818,0.22727272727272727,0.0,0.0,"[('age', 3), ('check', 3), ('user', 2), ('furious', 2), ('youtube', 1)]","['age', 'check', 'user', 'furious', 'youtube']","{'companies': ['If', 'AI', 'The', 'YouTube', 'US'], 'locations': [], 'currencies': [], 'numbers': []}",428,72,neutral,neutral
US Household Debt Rose by $185 Billion in Q2 2025,"The Federal Reserve Bank of New York released a troubling quarterly statement as the total household debt in the US increased by $185 billion in the past three months, up 1% from last quarter, when total household debt reached $18.9 trillion. Total household …","Skip to comments.
US Household Debt Rose by $185 Billion in Q2 2025Armstrong Economics ^
 | 14 Aug 25
 | Martin Armstrong 
Posted on 08/14/2025 5:29:08 AM PDT by delta7
The Federal Reserve Bank … [+2646 chars]",https://freerepublic.com/focus/f-news/4334521/posts,2025-08-14T12:29:08Z,Freerepublic.com,,Armstrong Economics,,"US Household Debt Rose by $185 Billion in Q2 2025 The Federal Reserve Bank of New York released a troubling quarterly statement as the total household debt in the US increased by $185 billion in the past three months, up 1% from last quarter, when total household debt reached $18.9 trillion. Total household … Skip to comments.
US Household Debt Rose by $185 Billion in Q2 2025Armstrong Economics ^
 | 14 Aug 25
 | Martin Armstrong 
Posted on 08/14/2025 5:29:08 AM PDT by delta7
The Federal Reserve Bank … [+2646 chars]",2025-08-14 12:29:08+00:00,['finance'],finance,"{'polarity': 0.13579545454545455, 'subjectivity': 0.6151515151515151, 'business_sentiment': 1.0, 'market_trend': 0.0}",0.13579545454545455,0.6151515151515151,1.0,0.0,"[('household', 5), ('debt', 4), ('billion', 3), ('total', 3), ('rose', 2)]","['household', 'debt', 'billion', 'total', 'rose']","{'companies': ['New York', 'US Household Debt Rose', 'AM PDT', 'Billion', 'The Federal Reserve Bank', 'Total', 'Aug', 'Martin Armstrong \r\nPosted', 'Economics', 'Skip', 'US'], 'locations': ['New York'], 'currencies': ['$185', '$185', '$18', '$185'], 'numbers': ['185 Billion', '185 billion', '18.9 trillion', '185 Billion']}",525,91,positive,positive
Exactly what is in the Ivy League deals with the Trump administration – and how they compare,"Harvard University is the latest school that is nearing an expensive settlement with the Trump administration. The different deals are complex, but share a few similarities.","Brown University is one of the Ivy League universities that has recently made a deal with the White House to end the government's inquiry into its treatment of Jewish students, among other practices,… [+8415 chars]",https://theconversation.com/exactly-what-is-in-the-ivy-league-deals-with-the-trump-administration-and-how-they-compare-262912,2025-08-14T12:28:31Z,The Conversation Africa,,"Brendan Cantwell, Professor of Higher, Adult, and Lifelong Education, Michigan State University",https://images.theconversation.com/files/685407/original/file-20250813-56-oaq55x.jpg?ixlib=rb-4.1.0&rect=0%2C505%2C6016%2C3008&q=45&auto=format&w=1356&h=668&fit=crop,"Exactly what is in the Ivy League deals with the Trump administration – and how they compare Harvard University is the latest school that is nearing an expensive settlement with the Trump administration. The different deals are complex, but share a few similarities. Brown University is one of the Ivy League universities that has recently made a deal with the White House to end the government's inquiry into its treatment of Jewish students, among other practices,… [+8415 chars]",2025-08-14 12:28:31+00:00,['healthcare'],healthcare,"{'polarity': -0.0375, 'subjectivity': 0.3575, 'business_sentiment': 0.0, 'market_trend': 0.0}",-0.0375,0.3575,0.0,0.0,"[('deal', 3), ('university', 3), ('ivy', 2), ('league', 2), ('trump', 2)]","['deal', 'university', 'ivy', 'league', 'trump']","{'companies': ['White House', 'Ivy League', 'Jewish', 'Brown University', 'Exactly', 'The', 'Harvard University', 'Trump'], 'locations': [], 'currencies': [], 'numbers': []}",481,78,neutral,neutral
Israel Set to Expand in West Bank to ‘Bury’ Palestinian State,Israel plans to expand settlements into an area of the West Bank that would effectively bisect the enclave — a move its finance minister said “buries the idea of a Palestinian state.”,"(Bloomberg) Israel plans to expand settlements into an area of the West Bank that would effectively bisect the enclave a move its finance minister said buries the idea of a Palestinian state. 
THIS … [+5004 chars]",https://financialpost.com/pmn/business-pmn/israel-set-to-expand-in-west-bank-to-bury-palestinian-state,2025-08-14T12:28:16Z,Financial Post,financial-post,Bloomberg News,,"Israel Set to Expand in West Bank to ‘Bury’ Palestinian State Israel plans to expand settlements into an area of the West Bank that would effectively bisect the enclave — a move its finance minister said “buries the idea of a Palestinian state.” (Bloomberg) Israel plans to expand settlements into an area of the West Bank that would effectively bisect the enclave a move its finance minister said buries the idea of a Palestinian state. 
THIS … [+5004 chars]",2025-08-14 12:28:16+00:00,"['technology', 'finance']",technology,"{'polarity': 0.6, 'subjectivity': 0.8, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.6,0.8,0.0,0.0,"[('israel', 3), ('expand', 3), ('west', 3), ('bank', 3), ('palestinian', 3)]","['israel', 'expand', 'west', 'bank', 'palestinian']","{'companies': ['Bloomberg', 'West Bank', 'THIS', 'Expand', 'Palestinian State Israel', 'Israel', 'Bury', 'Israel Set', 'Palestinian'], 'locations': [], 'currencies': [], 'numbers': []}",460,79,positive,neutral
People working on average two hours less a week than before pandemic,Department of Finance report links trend to increased incidence of remote or hybrid working arrangements,"Employees in Ireland are working on average two hours fewer a week than before the pandemic, according to a new report by the Department of Finance.
While the States labour market has recovered stro… [+3263 chars]",https://www.irishtimes.com/business/2025/08/14/people-working-on-average-two-hours-less-a-week-than-before-pandemic/,2025-08-14T12:27:13Z,The Irish Times,the-irish-times,Eoin Burke-Kennedy,https://www.irishtimes.com/resizer/v2/GKI763WQ65BQNC66IVIXVHFREE.jpg?smart=true&auth=05218b95e94a626e19f34d30c7f6f86656b4a3342918376a4ee59a6f6145afbd&width=1200&height=630,"People working on average two hours less a week than before pandemic Department of Finance report links trend to increased incidence of remote or hybrid working arrangements Employees in Ireland are working on average two hours fewer a week than before the pandemic, according to a new report by the Department of Finance.
While the States labour market has recovered stro… [+3263 chars]",2025-08-14 12:27:13+00:00,['general'],general,"{'polarity': -0.08606060606060606, 'subjectivity': 0.30424242424242426, 'business_sentiment': 1.0, 'market_trend': 0.0}",-0.08606060606060606,0.30424242424242426,1.0,0.0,"[('working', 3), ('average', 2), ('two', 2), ('hour', 2), ('week', 2)]","['working', 'average', 'two', 'hour', 'week']","{'companies': ['People', 'Finance', 'While', 'States', 'Employees', 'Ireland', 'Department'], 'locations': [], 'currencies': [], 'numbers': []}",388,63,neutral,positive
South Africa to Set up Credit Guarantee for Infrastructure in 2026,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia and AMD strike chip sales deal with China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Amazon e… [+799 chars]",https://biztoc.com/x/f6e6673fbec4e7f5,2025-08-14T12:27:01Z,Biztoc.com,,bloomberg.com,https://biztoc.com/cdn/f6e6673fbec4e7f5_s.webp,"South Africa to Set up Credit Guarantee for Infrastructure in 2026 { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia and AMD strike chip sales deal with China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Amazon e… [+799 chars]",2025-08-14 12:27:01+00:00,"['energy', 'finance']",energy,"{'polarity': -0.20000000000000004, 'subjectivity': 0.3, 'business_sentiment': 0.0, 'market_trend': 0.0}",-0.20000000000000004,0.3,0.0,0.0,"[('return', 2), ('south', 1), ('africa', 1), ('set', 1), ('credit', 1)]","['return', 'south', 'africa', 'set', 'credit']","{'companies': ['Credit Guarantee', 'Set', 'China', 'How', 'AMD', 'Amazon', 'Nvidia', 'Infrastructure', 'South Africa', 'Why'], 'locations': [], 'currencies': [], 'numbers': []}",280,40,negative,neutral
New Google Keep feature: Easily sort your notes on Android now,Keep on Android now lets you sort notes by creation or modification date.,"What you need to know
<ul><li>Google Keep on Android now lets users sort notes by date created or date modified.</li><li>A new sort icon in the search bar allows quick switching between sorting meth… [+2234 chars]",https://www.androidcentral.com/apps-software/google-keep-sorting-android,2025-08-14T12:27:00Z,Android Central,,"sanujb6@gmail.com (Sanuj Bhatia) , Sanuj Bhatia",https://cdn.mos.cms.futurecdn.net/b8rSZbft2cuQ8gDjV4qcMC.jpg,"New Google Keep feature: Easily sort your notes on Android now Keep on Android now lets you sort notes by creation or modification date. What you need to know
<ul><li>Google Keep on Android now lets users sort notes by date created or date modified.</li><li>A new sort icon in the search bar allows quick switching between sorting meth… [+2234 chars]",2025-08-14 12:27:00+00:00,['general'],general,"{'polarity': 0.25984848484848483, 'subjectivity': 0.5606060606060606, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.25984848484848483,0.5606060606060606,0.0,0.0,"[('sort', 4), ('keep', 3), ('note', 3), ('android', 3), ('date', 3)]","['sort', 'keep', 'note', 'android', 'date']","{'companies': ['Keep', 'Easily', 'New Google Keep', 'What', 'Google Keep', 'Android'], 'locations': [], 'currencies': [], 'numbers': []}",351,59,positive,neutral
Lenovo releases new affordable 240 W retractable USB-C cable with Legion gaming laptop support,"Lenovo has released a new Telescopic and retractable USB Type-C cable. Sold in three colours as the ThinkPlus 240 W Telescopic Dual-Head Type-C Data Cable, the cable officially supports charging even Legion gaming laptops for less than $10 in China.","Lenovo has released a new accessory under its ThinkPlus brand, less than a fortnight after it launched the ThinkPlus Fluxo 125 W power bank with a built-in display. This time, it has introduced a 240… [+1035 chars]",https://www.notebookcheck.net/Lenovo-releases-new-affordable-240-W-retractable-USB-C-cable-with-Legion-gaming-laptop-support.1086859.0.html,2025-08-14T12:25:00Z,Notebookcheck.net,,Alex Alderson,https://www.notebookcheck.net/fileadmin/Notebooks/News/_nc5/thinkplus-retractable-cable-240-W-kv.jpg,"Lenovo releases new affordable 240 W retractable USB-C cable with Legion gaming laptop support Lenovo has released a new Telescopic and retractable USB Type-C cable. Sold in three colours as the ThinkPlus 240 W Telescopic Dual-Head Type-C Data Cable, the cable officially supports charging even Legion gaming laptops for less than $10 in China. Lenovo has released a new accessory under its ThinkPlus brand, less than a fortnight after it launched the ThinkPlus Fluxo 125 W power bank with a built-in display. This time, it has introduced a 240… [+1035 chars]",2025-08-14 12:25:00+00:00,"['energy', 'finance', 'automotive']",energy,"{'polarity': 0.015151515151515148, 'subjectivity': 0.2993939393939394, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.015151515151515148,0.2993939393939394,0.0,0.0,"[('cable', 4), ('lenovo', 3), ('new', 3), ('thinkplus', 3), ('retractable', 2)]","['cable', 'lenovo', 'new', 'thinkplus', 'retractable']","{'companies': ['China', 'ThinkPlus Fluxo', 'Head Type', 'Telescopic Dual', 'Data Cable', 'Telescopic', 'USB Type', 'Sold', 'This', 'ThinkPlus', 'Legion', 'Lenovo', 'USB'], 'locations': [], 'currencies': ['$10'], 'numbers': []}",559,91,neutral,neutral
Batman Beyond’s New Batsuit Is Perfect for a Big Screen DC Film,"Image Credit: DC
If Batman Beyond ever makes it to the big screen, his newest Batsuit would put anything that Bruce Wayne wears to shame. The Batman from Neo-Gotham always seems to find himself the subject of speculation, with fans hoping for some type of ret…","If Batman Beyond ever makes it to the big screen, his newest Batsuit would put anything that Bruce Wayne wears to shame. The Batman from Neo-Gotham always seems to find himself the subject of specula… [+3803 chars]",http://comicbook.com/comics/news/batman-beyond-new-costume-shutdown-suit-dc-film-perfect/,2025-08-14T12:24:06Z,ComicBook.com,,Tim Adams,"https://comicbook.com/wp-content/uploads/sites/4/2025/08/batman-beyond-static-dc-elseworlds-header.jpg?resize=2000,1125","Batman Beyond’s New Batsuit Is Perfect for a Big Screen DC Film Image Credit: DC
If Batman Beyond ever makes it to the big screen, his newest Batsuit would put anything that Bruce Wayne wears to shame. The Batman from Neo-Gotham always seems to find himself the subject of speculation, with fans hoping for some type of ret… If Batman Beyond ever makes it to the big screen, his newest Batsuit would put anything that Bruce Wayne wears to shame. The Batman from Neo-Gotham always seems to find himself the subject of specula… [+3803 chars]",2025-08-14 12:24:06+00:00,"['finance', 'automotive']",finance,"{'polarity': 0.1147186147186147, 'subjectivity': 0.3458874458874459, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.1147186147186147,0.3458874458874459,0.0,0.0,"[('batman', 5), ('batsuit', 3), ('big', 3), ('screen', 3), ('beyond', 2)]","['batman', 'batsuit', 'big', 'screen', 'beyond']","{'companies': ['Gotham', 'Bruce Wayne', 'DC\nIf Batman Beyond', 'Batman Beyond', 'Neo', 'Batsuit', 'The Batman', 'Big Screen DC Film Image Credit', 'New Batsuit Is Perfect', 'If Batman Beyond'], 'locations': [], 'currencies': [], 'numbers': []}",539,95,positive,neutral
Firm apologises for saying it would not process LGBTQ+ payments,"Stripe said the information given by its support staff to some customers was ""totally wrong.""","Stripe has apologised after staff wrongly said it would no longer process the payments of LGBTQ+ related content or goods.
The firm, which millions of global businesses rely on for their online tran… [+2253 chars]",https://www.bbc.com/news/articles/c15lpwzzzqgo,2025-08-14T12:23:01Z,BBC News,,,https://ichef.bbci.co.uk/news/1024/branded_news/3ab4/live/eb44d3d0-7901-11f0-9617-f1b0043e97a4.jpg,"Firm apologises for saying it would not process LGBTQ+ payments Stripe said the information given by its support staff to some customers was ""totally wrong."" Stripe has apologised after staff wrongly said it would no longer process the payments of LGBTQ+ related content or goods.
The firm, which millions of global businesses rely on for their online tran… [+2253 chars]",2025-08-14 12:23:01+00:00,"['technology', 'finance']",technology,"{'polarity': -0.2333333333333333, 'subjectivity': 0.5, 'business_sentiment': 0.0, 'market_trend': 0.0}",-0.2333333333333333,0.5,0.0,0.0,"[('firm', 2), ('would', 2), ('process', 2), ('lgbtq', 2), ('payment', 2)]","['firm', 'would', 'process', 'lgbtq', 'payment']","{'companies': ['Stripe', 'The', 'LGBTQ', 'Firm'], 'locations': [], 'currencies': [], 'numbers': []}",372,60,negative,neutral
Explore Google Photos' latest update: 'Create' tab unveils exciting AI tools,"Google was reportedly beginning its rollout of the new ""Create"" tab in the Photos app for U.S. users.","What you need to know
<ul><li>Google Photos is reportedly receiving update v7.40 today (Aug 13), which carries the company's promised ""Create"" tab.</li><li>This tab will house all of the app's AI fe… [+2935 chars]",https://www.androidcentral.com/apps-software/google-create-tab-hub-for-creation-photos-rolling-out-on-android,2025-08-14T12:23:00Z,Android Central,,"nickodiaz@sbcglobal.net (Nickolas Diaz) , Nickolas Diaz",https://cdn.mos.cms.futurecdn.net/GuQu3rSySDYsEc52wikEKm.jpg,"Explore Google Photos' latest update: 'Create' tab unveils exciting AI tools Google was reportedly beginning its rollout of the new ""Create"" tab in the Photos app for U.S. users. What you need to know
<ul><li>Google Photos is reportedly receiving update v7.40 today (Aug 13), which carries the company's promised ""Create"" tab.</li><li>This tab will house all of the app's AI fe… [+2935 chars]",2025-08-14 12:23:00+00:00,"['technology', 'automotive']",technology,"{'polarity': 0.31212121212121213, 'subjectivity': 0.7181818181818183, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.31212121212121213,0.7181818181818183,0.0,0.0,"[('photo', 3), ('create', 3), ('tab', 3), ('google', 2), ('update', 2)]","['photo', 'create', 'tab', 'google', 'update']","{'companies': ['Explore Google Photos', 'Create', 'Google', 'Google Photos', 'AI', 'Aug', 'This', 'Photos', 'What'], 'locations': [], 'currencies': [], 'numbers': []}",393,62,positive,neutral
8 hot takes for the final month of the WNBA regular season,"Atlanta will be the 2-seed in the playoffs, Seattle will reach the postseason and not one head coach will get fired.","Aug 14, 2025, 08:00 AM ET
With four weeks left in the WNBA regular season, it's easy to predict the Minnesota Lynx will be the No. 1 seed in the playoffs and that Napheesa Collier continues to be th… [+10616 chars]",https://www.espn.com/wnba/story/_/id/45971104/wnba-2025-final-month-regular-season-hot-takes-playoff-race-coaching-hot-seat,2025-08-14T12:22:38Z,ESPN,espn,Michael Voepel and Kendra Andrews and Kevin Pelton,https://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2025%2F0814%2Fr1531577_1296x729_16%2D9.jpg,"8 hot takes for the final month of the WNBA regular season Atlanta will be the 2-seed in the playoffs, Seattle will reach the postseason and not one head coach will get fired. Aug 14, 2025, 08:00 AM ET
With four weeks left in the WNBA regular season, it's easy to predict the Minnesota Lynx will be the No. 1 seed in the playoffs and that Napheesa Collier continues to be th… [+10616 chars]",2025-08-14 12:22:38+00:00,['general'],general,"{'polarity': 0.11388888888888889, 'subjectivity': 0.4728632478632479, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.11388888888888889,0.4728632478632479,0.0,0.0,"[('wnba', 2), ('regular', 2), ('season', 2), ('playoff', 2), ('hot', 1)]","['wnba', 'regular', 'season', 'playoff', 'hot']","{'companies': ['Minnesota Lynx', 'AM ET\r\nWith', 'Aug', 'No', 'Napheesa Collier', 'WNBA', 'Atlanta', 'Seattle'], 'locations': [], 'currencies': [], 'numbers': []}",391,74,positive,neutral
How much Roma need to offer Aston Villa to land Jamaica international Bailey,"Roma are interested in a deal with Premier League side Aston Villa for Jamaica international Leon Bailey, but updates on Thursday suggest the deal will not be","Roma are interested in a deal with Premier League side Aston Villa for Jamaica international Leon Bailey, but updates on Thursday suggest the deal will not be particularly straightforward to pull off… [+1714 chars]",https://football-italia.net/how-much-roma-need-give-aston-villa-for-bailey/,2025-08-14T12:22:22Z,Football Italia,football-italia,Peter Young,https://icdn.football-italia.net/wp-content/uploads/2025/08/aston-villa-fc-v-west-ham-united.jpg,"How much Roma need to offer Aston Villa to land Jamaica international Bailey Roma are interested in a deal with Premier League side Aston Villa for Jamaica international Leon Bailey, but updates on Thursday suggest the deal will not be Roma are interested in a deal with Premier League side Aston Villa for Jamaica international Leon Bailey, but updates on Thursday suggest the deal will not be particularly straightforward to pull off… [+1714 chars]",2025-08-14 12:22:22+00:00,['technology'],technology,"{'polarity': 0.15357142857142855, 'subjectivity': 0.225, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.15357142857142855,0.225,0.0,0.0,"[('deal', 4), ('rom', 3), ('aston', 3), ('villa', 3), ('jamaica', 3)]","['deal', 'rom', 'aston', 'villa', 'jamaica']","{'companies': ['Jamaica', 'How', 'Leon Bailey', 'Bailey Roma', 'Thursday', 'Roma', 'Premier League', 'Aston Villa'], 'locations': [], 'currencies': [], 'numbers': []}",450,74,positive,neutral
AI Productivity Tools - AI Utility Hub Offers Smart AI Tools To Boost Productivity And Creativity (TrendHunter.com),"(TrendHunter.com) AI Utility Hub is a platform that provides a collection of AI-powered tools aimed at enhancing productivity and creativity across various tasks. The hub offers applications suitable for developers,...","AI Utility Hub is a platform that provides a collection of AI-powered tools aimed at enhancing productivity and creativity across various tasks. The hub offers applications suitable for developers, s… [+723 chars]",https://www.trendhunter.com/trends/ai-utility-hub,2025-08-14T12:22:06Z,Trendhunter.com,,Ellen Smith,https://cdn.trendhunterstatic.com/thumbs/579/ai-utility-hub.jpeg,"AI Productivity Tools - AI Utility Hub Offers Smart AI Tools To Boost Productivity And Creativity (TrendHunter.com) (TrendHunter.com) AI Utility Hub is a platform that provides a collection of AI-powered tools aimed at enhancing productivity and creativity across various tasks. The hub offers applications suitable for developers,... AI Utility Hub is a platform that provides a collection of AI-powered tools aimed at enhancing productivity and creativity across various tasks. The hub offers applications suitable for developers, s… [+723 chars]",2025-08-14 12:22:06+00:00,"['technology', 'energy', 'automotive']",technology,"{'polarity': 0.2017857142857143, 'subjectivity': 0.39285714285714285, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.2017857142857143,0.39285714285714285,0.0,0.0,"[('hub', 5), ('productivity', 4), ('tool', 4), ('utility', 3), ('offer', 3)]","['hub', 'productivity', 'tool', 'utility', 'offer']","{'companies': ['AI Utility Hub', 'AI', 'The', 'TrendHunter', 'AI Utility Hub Offers Smart AI Tools To Boost Productivity And Creativity', 'AI Productivity Tools'], 'locations': [], 'currencies': [], 'numbers': []}",548,79,positive,neutral
Inox Wind Q1 Results: Profit more than doubles to Rs 97 crore,"Inox Wind's consolidated net profit more than doubled to Rs 97.34 crore in the June quarter compared to the year-ago period, mainly due to higher revenues.","(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",https://economictimes.indiatimes.com/markets/stocks/earnings/inox-wind-q1-results-profit-more-than-doubles-to-rs-97-crore/articleshow/123305097.cms,2025-08-14T12:21:52Z,The Times of India,the-times-of-india,PTI,"https://img.etimg.com/thumb/msid-123305107,width-1200,height-630,imgsize-16060,overlay-etmarkets/articleshow.jpg","Inox Wind Q1 Results: Profit more than doubles to Rs 97 crore Inox Wind's consolidated net profit more than doubled to Rs 97.34 crore in the June quarter compared to the year-ago period, mainly due to higher revenues. (What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-08-14 12:21:52+00:00,"['technology', 'energy', 'automotive']",technology,"{'polarity': 0.2708333333333333, 'subjectivity': 0.46249999999999997, 'business_sentiment': 1.0, 'market_trend': 0.0}",0.2708333333333333,0.46249999999999997,1.0,0.0,"[('inox', 2), ('wind', 2), ('profit', 2), ('crore', 2), ('market', 2)]","['inox', 'wind', 'profit', 'crore', 'market']","{'companies': ['Profit', 'ETMarkets', 'Sensex', 'Also', 'Telegram', 'Share Market', 'Nifty Track', 'Results', 'Budget', 'What', 'For', 'Inox Wind', 'June', 'Rs'], 'locations': [], 'currencies': [], 'numbers': ['97 crore', '97.34 crore']}",431,72,positive,positive
BlackRock’s crypto holdings top $100 billion; Bitcoin dominates portfolio,"BlackRock’s crypto holdings hit $104 billion as of August 14, 2025, with Bitcoin dominating and Ethereum surging 309% in value this year, reflecting its expanding digital asset investment strategy.","(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",https://economictimes.indiatimes.com/markets/cryptocurrency/crypto-news/blackrocks-crypto-holdings-top-100-billion-bitcoin-dominates-portfolio/articleshow/123305083.cms,2025-08-14T12:21:18Z,The Times of India,the-times-of-india,Shivendra Kumar,"https://img.etimg.com/thumb/msid-123305069,width-1200,height-630,imgsize-11236,overlay-etmarkets/articleshow.jpg","BlackRock’s crypto holdings top $100 billion; Bitcoin dominates portfolio BlackRock’s crypto holdings hit $104 billion as of August 14, 2025, with Bitcoin dominating and Ethereum surging 309% in value this year, reflecting its expanding digital asset investment strategy. (What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-08-14 12:21:18+00:00,['technology'],technology,"{'polarity': 0.3333333333333333, 'subjectivity': 0.4666666666666666, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.3333333333333333,0.4666666666666666,0.0,0.0,"[('blackrocks', 2), ('crypto', 2), ('holding', 2), ('billion', 2), ('bitcoin', 2)]","['blackrocks', 'crypto', 'holding', 'billion', 'bitcoin']","{'companies': ['ETMarkets', 'Sensex', 'Also', 'Telegram', 'Ethereum', 'August', 'Share Market', 'Nifty Track', 'Budget', 'Bitcoin', 'What', 'BlackRock', 'For'], 'locations': [], 'currencies': ['$100', '$104'], 'numbers': ['100 billion', '104 billion']}",485,72,positive,neutral
Global Food Prices Surge To Two-Year High Amid Supply Crunches,"Global Food Price Index hits its highest level since February 2023, driven by surging vegetable oil and meat prices.","This article was originally published by Willow Tohi at Natural News. 
<ul><li><ul><li>Global Food Price Index hits its highest level since February 2023, driven by surging vegetable oil and meat pr… [+5790 chars]",https://www.shtfplan.com/headline-news/global-food-prices-surge-to-two-year-high-amid-supply-crunches,2025-08-14T12:20:42Z,Shtfplan.com,,Willow Tohi,https://www.shtfplan.com/wp-content/uploads/2020/02/food-prices-e1619438677160.jpg,"Global Food Prices Surge To Two-Year High Amid Supply Crunches Global Food Price Index hits its highest level since February 2023, driven by surging vegetable oil and meat prices. This article was originally published by Willow Tohi at Natural News. 
<ul><li><ul><li>Global Food Price Index hits its highest level since February 2023, driven by surging vegetable oil and meat pr… [+5790 chars]",2025-08-14 12:20:42+00:00,"['energy', 'automotive']",energy,"{'polarity': 0.127, 'subjectivity': 0.33799999999999997, 'business_sentiment': 1.0, 'market_trend': 0.0}",0.127,0.33799999999999997,1.0,0.0,"[('price', 4), ('food', 3), ('global', 2), ('index', 2), ('hit', 2)]","['price', 'food', 'global', 'index', 'hit']","{'companies': ['Natural News', 'February', 'This', 'Year High Amid Supply Crunches Global Food Price Index', 'Global Food Prices Surge To Two', 'Willow Tohi', 'Global Food Price Index'], 'locations': [], 'currencies': [], 'numbers': []}",394,61,positive,positive
Gold Steadies as Traders Look for Clues on Fed’s Rate Path,"Prices saw a modest increase in the previous session, supported by a fall in Treasury yields after Bessent suggested the Fed’s benchmark rate ought to be at ...","(Bloomberg) -- Gold steadied as traders upped bets on the Federal Reserve cutting interest rates next month, following pressure from US Treasury Secretary Scott Bessent.
Bullion rose as much as 0.6%… [+1693 chars]",https://finance.yahoo.com/news/gold-holds-gain-bessent-urges-071525905.html,2025-08-14T12:20:35Z,Yahoo Entertainment,,Sybilla Gross,https://s.yimg.com/ny/api/res/1.2/nXjnugpxAwBbier0PWgEuw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/bloomberg_holding_pen_162/8bf6b57e77cf2a5d7095707a3ca0c527,"Gold Steadies as Traders Look for Clues on Fed’s Rate Path Prices saw a modest increase in the previous session, supported by a fall in Treasury yields after Bessent suggested the Fed’s benchmark rate ought to be at ... (Bloomberg) -- Gold steadied as traders upped bets on the Federal Reserve cutting interest rates next month, following pressure from US Treasury Secretary Scott Bessent.
Bullion rose as much as 0.6%… [+1693 chars]",2025-08-14 12:20:35+00:00,['automotive'],automotive,"{'polarity': 0.019047619047619053, 'subjectivity': 0.45952380952380956, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.019047619047619053,0.45952380952380956,0.0,0.0,"[('rate', 3), ('gold', 2), ('trader', 2), ('fed', 2), ('treasury', 2)]","['rate', 'gold', 'trader', 'fed', 'treasury']","{'companies': ['Bessent', 'Clues', 'Bullion', 'US Treasury Secretary Scott Bessent', 'Rate Path Prices', 'Gold Steadies', 'Fed', 'Treasury', 'Gold', 'Traders Look', 'Bloomberg', 'Federal Reserve'], 'locations': [], 'currencies': [], 'numbers': []}",434,72,neutral,neutral
